#mean:3866.35 standard variance:1853.34,,,
"#""Time""",Internet traffic data (in bits) from an ISP. Aggregated traffic in the United Kingdom academic network backbone. It was collected between 19 November 2004, at 09:30 hours and 27 January 2005, at 11:11 hours. Data collected at five minute intervals.
2004-11-20 21:05:00,-0.0318144,,
2004-11-20 21:10:00,-0.00202945,,
2004-11-20 21:15:00,-0.025781,,
2004-11-20 21:20:00,0.0068313,,
2004-11-20 21:25:00,-0.017252,,
2004-11-20 21:30:00,0.00683387,,
2004-11-20 21:35:00,-0.0578531,,
2004-11-20 21:40:00,-0.0432526,,
2004-11-20 21:45:00,-0.130372,,
2004-11-20 21:50:00,-0.117737,,
2004-11-20 21:55:00,-0.171078,,
2004-11-20 22:00:00,-0.0840849,,
2004-11-20 22:05:00,-0.0722607,,
2004-11-20 22:10:00,-0.101209,,
2004-11-20 22:15:00,-0.0668733,,
2004-11-20 22:20:00,-0.132643,,
2004-11-20 22:25:00,-0.176473,,
2004-11-20 22:30:00,-0.147972,,
2004-11-20 22:35:00,-0.160586,,
2004-11-20 22:40:00,-0.145434,,
2004-11-20 22:45:00,-0.182182,,
2004-11-20 22:50:00,-0.228155,,
2004-11-20 22:55:00,-0.166499,,
2004-11-20 23:00:00,-0.168202,,
2004-11-20 23:05:00,-0.174919,,
2004-11-20 23:10:00,-0.168236,,
2004-11-20 23:15:00,-0.143351,,
2004-11-20 23:20:00,-0.184356,,
2004-11-20 23:25:00,-0.174839,,
2004-11-20 23:30:00,-0.161036,,
2004-11-20 23:35:00,-0.212312,,
2004-11-20 23:40:00,-0.244784,,
2004-11-20 23:45:00,-0.251273,,
2004-11-20 23:50:00,-0.279851,,
2004-11-20 23:55:00,-0.325212,,
2004-11-21 00:00:00,-0.28795,,
2004-11-21 00:05:00,-0.290067,,
2004-11-21 00:10:00,-0.248989,,
2004-11-21 00:15:00,-0.236131,,
2004-11-21 00:20:00,-0.218462,,
2004-11-21 00:25:00,-0.242537,,
2004-11-21 00:30:00,-0.251642,,
2004-11-21 00:35:00,-0.269457,,
2004-11-21 00:40:00,-0.273332,,
2004-11-21 00:45:00,-0.307992,,
2004-11-21 00:50:00,-0.319023,,
2004-11-21 00:55:00,-0.332445,,
2004-11-21 01:00:00,-0.295307,,
2004-11-21 01:05:00,-0.319362,,
2004-11-21 01:10:00,-0.328523,,
2004-11-21 01:15:00,-0.364443,,
2004-11-21 01:20:00,-0.398045,,
2004-11-21 01:25:00,-0.372402,,
2004-11-21 01:30:00,-0.368016,,
2004-11-21 01:35:00,-0.418611,,
2004-11-21 01:40:00,-0.418704,,
2004-11-21 01:45:00,-0.410378,,
2004-11-21 01:50:00,-0.410356,,
2004-11-21 01:55:00,-0.442024,,
2004-11-21 02:00:00,-0.447812,,
2004-11-21 02:05:00,-0.484278,,
2004-11-21 02:10:00,-0.497275,,
2004-11-21 02:15:00,-0.357287,,
2004-11-21 02:20:00,-0.37187,,
2004-11-21 02:25:00,-0.340232,,
2004-11-21 02:30:00,-0.293556,,
2004-11-21 02:35:00,-0.354335,,
2004-11-21 02:40:00,-0.355327,,
2004-11-21 02:45:00,-0.424298,,
2004-11-21 02:50:00,-0.400861,,
2004-11-21 02:55:00,-0.419457,,
2004-11-21 03:00:00,-0.445057,,
2004-11-21 03:05:00,-0.43365,,
2004-11-21 03:10:00,-0.373565,,
2004-11-21 03:15:00,-0.428372,,
2004-11-21 03:20:00,-0.433752,,
2004-11-21 03:25:00,-0.414718,,
2004-11-21 03:30:00,-0.389514,,
2004-11-21 03:35:00,-0.210662,,
2004-11-21 03:40:00,-0.594229,,
2004-11-21 03:45:00,-0.616153,,
2004-11-21 03:50:00,-0.573417,,
2004-11-21 03:55:00,-0.592816,,
2004-11-21 04:00:00,-0.631288,,
2004-11-21 04:05:00,-0.630648,,
2004-11-21 04:10:00,-0.419571,,
2004-11-21 04:15:00,-0.437076,,
2004-11-21 04:20:00,-0.465245,,
2004-11-21 04:25:00,-0.41116,,
2004-11-21 04:30:00,-0.815181,,
2004-11-21 04:35:00,-0.74121,,
2004-11-21 04:40:00,-0.530444,,
2004-11-21 04:45:00,-0.922953,,
2004-11-21 04:50:00,-1.0642,,
2004-11-21 04:55:00,-0.911414,,
2004-11-21 05:00:00,-0.807121,,
2004-11-21 05:05:00,-0.763696,,
2004-11-21 05:10:00,-0.852744,,
2004-11-21 05:15:00,-0.924012,,
2004-11-21 05:20:00,-1.22455,,
2004-11-21 05:25:00,-1.1146,,
2004-11-21 05:30:00,-0.985244,,
2004-11-21 05:35:00,-0.997737,,
2004-11-21 05:40:00,-1.03283,,
2004-11-21 05:45:00,-1.03418,,
2004-11-21 05:50:00,-1.00699,,
2004-11-21 05:55:00,-1.01379,,
2004-11-21 06:00:00,-1.0157,,
2004-11-21 06:05:00,-1.02795,,
2004-11-21 06:10:00,-0.984887,,
2004-11-21 06:15:00,-1.26117,,
2004-11-21 06:20:00,-1.22955,,
2004-11-21 06:25:00,-1.16346,,
2004-11-21 06:30:00,-1.00814,,
2004-11-21 06:35:00,-0.975936,,
2004-11-21 06:40:00,-1.02627,,
2004-11-21 06:45:00,-1.03808,,
2004-11-21 06:50:00,-1.03675,,
2004-11-21 06:55:00,-1.02008,,
2004-11-21 07:00:00,-1.08238,,
2004-11-21 07:05:00,-1.06728,,
2004-11-21 07:10:00,-1.05678,,
2004-11-21 07:15:00,-1.11484,,
2004-11-21 07:20:00,-1.09472,,
2004-11-21 07:25:00,-1.0784,,
2004-11-21 07:30:00,-1.05967,,
2004-11-21 07:35:00,-1.0923,,
2004-11-21 07:40:00,-1.07347,,
2004-11-21 07:45:00,-1.09806,,
2004-11-21 07:50:00,-1.09873,,
2004-11-21 07:55:00,-1.10443,,
2004-11-21 08:00:00,-1.10819,,
2004-11-21 08:05:00,-1.12869,,
2004-11-21 08:10:00,-1.03985,,
2004-11-21 08:15:00,-0.986974,,
2004-11-21 08:20:00,-0.988225,,
2004-11-21 08:25:00,-1.0513,,
2004-11-21 08:30:00,-1.0055,,
2004-11-21 08:35:00,-1.07342,,
2004-11-21 08:40:00,-1.0585,,
2004-11-21 08:45:00,-1.0947,,
2004-11-21 08:50:00,-1.06727,,
2004-11-21 08:55:00,-1.01892,,
2004-11-21 09:00:00,-0.977103,,
2004-11-21 09:05:00,-0.996255,,
2004-11-21 09:10:00,-0.935772,,
2004-11-21 09:15:00,-0.957144,,
2004-11-21 09:20:00,-0.946914,,
2004-11-21 09:25:00,-0.90119,,
2004-11-21 09:30:00,-0.926793,,
2004-11-21 09:35:00,-0.908472,,
2004-11-21 09:40:00,-0.89766,,
2004-11-21 09:45:00,-0.968199,,
2004-11-21 09:50:00,-0.955536,,
2004-11-21 09:55:00,-0.944451,,
2004-11-21 10:00:00,-0.913478,,
2004-11-21 10:05:00,-0.913844,,
2004-11-21 10:10:00,-0.906353,,
2004-11-21 10:15:00,-0.875839,,
2004-11-21 10:20:00,-0.868171,,
2004-11-21 10:25:00,-0.874523,,
2004-11-21 10:30:00,-0.846463,,
2004-11-21 10:35:00,-0.846386,,
2004-11-21 10:40:00,-0.861811,,
2004-11-21 10:45:00,-0.870043,,
2004-11-21 10:50:00,-0.777375,,
2004-11-21 10:55:00,-0.828417,,
2004-11-21 11:00:00,-0.761294,,
2004-11-21 11:05:00,-0.774013,,
2004-11-21 11:10:00,-0.707417,,
2004-11-21 11:15:00,-0.714077,,
2004-11-21 11:20:00,-0.704028,,
2004-11-21 11:25:00,-0.704856,,
2004-11-21 11:30:00,-0.679411,,
2004-11-21 11:35:00,-0.658002,,
2004-11-21 11:40:00,-0.612094,,
2004-11-21 11:45:00,-0.639804,,
2004-11-21 11:50:00,-0.65249,,
2004-11-21 11:55:00,-0.634669,,
2004-11-21 12:00:00,-0.589648,,
2004-11-21 12:05:00,-0.587572,,
2004-11-21 12:10:00,-0.54924,,
2004-11-21 12:15:00,-0.54619,,
2004-11-21 12:20:00,-0.550207,,
2004-11-21 12:25:00,-0.516412,,
2004-11-21 12:30:00,-0.472575,,
2004-11-21 12:35:00,-0.498432,,
2004-11-21 12:40:00,-0.443458,,
2004-11-21 12:45:00,-0.425832,,
2004-11-21 12:50:00,-0.432242,,
2004-11-21 12:55:00,-0.424282,,
2004-11-21 13:00:00,-0.385744,,
2004-11-21 13:05:00,-0.396178,,
2004-11-21 13:10:00,-0.353505,,
2004-11-21 13:15:00,-0.307496,,
2004-11-21 13:20:00,-0.290563,,
2004-11-21 13:25:00,-0.267007,,
2004-11-21 13:30:00,-0.24007,,
2004-11-21 13:35:00,-0.272466,,
2004-11-21 13:40:00,-0.252162,,
2004-11-21 13:45:00,-0.253701,,
2004-11-21 13:50:00,-0.229834,,
2004-11-21 13:55:00,-0.199088,,
2004-11-21 14:00:00,-0.216235,,
2004-11-21 14:05:00,-0.184224,,
2004-11-21 14:10:00,-0.130643,,
2004-11-21 14:15:00,-0.114396,,
2004-11-21 14:20:00,-0.0771947,,
2004-11-21 14:25:00,-0.0981611,,
2004-11-21 14:30:00,-0.0404985,,
2004-11-21 14:35:00,-0.0195227,,
2004-11-21 14:40:00,0.0127721,,
2004-11-21 14:45:00,0.0536381,,
2004-11-21 14:50:00,0.02701,,
2004-11-21 14:55:00,0.0602414,,
2004-11-21 15:00:00,-0.00241645,,
2004-11-21 15:05:00,0.0841682,,
2004-11-21 15:10:00,0.0439172,,
2004-11-21 15:15:00,0.0683693,,
2004-11-21 15:20:00,0.0343422,,
2004-11-21 15:25:00,0.0605052,,
2004-11-21 15:30:00,0.197975,,
2004-11-21 15:35:00,0.107952,,
2004-11-21 15:40:00,0.141364,,
2004-11-21 15:45:00,0.211129,,
2004-11-21 15:50:00,0.139817,,
2004-11-21 15:55:00,0.183396,,
2004-11-21 16:00:00,0.149602,,
2004-11-21 16:05:00,0.221911,,
2004-11-21 16:10:00,0.331212,,
2004-11-21 16:15:00,0.537003,,
2004-11-21 16:20:00,0.401463,,
2004-11-21 16:25:00,0.418278,,
2004-11-21 16:30:00,0.84687,,
2004-11-21 16:35:00,0.649801,,
